DATE,ACMY01,ACMY02,ACMY03,ACMY05,ACMY10
1961-06-14,297.36974580000003,336.70919399999997,355.0984446,369.80737669999996,381.2012455
1961-06-15,298.586519,340.3167701,359.6363393,374.9703981,386.8539844
1961-06-16,299.1496592,340.44353420000004,359.7452406,375.25415469999996,387.2775889
1961-06-19,298.914346,342.68062330000004,362.4357222,377.6548983,389.5768484
1961-06-20,297.958188,339.7993957,359.5587451,375.3668059,387.2836274
1961-06-21,299.5514063,341.1605747,360.985935,376.979207,388.9696045
1961-06-22,298.1472273,339.1244112,359.2816261,375.94560490000003,388.1539629
1961-06-23,296.8941473,336.0289908,356.6577536,374.8306619,388.10076050000004
1961-06-26,295.0901128,335.1606484,356.1759389,374.6108642,388.0322243
1961-06-27,295.5067046,335.0847988,355.989127,374.7141464,388.9736039
1961-06-28,296.5506,337.30413380000005,358.1207241,376.1827051,389.7443027
1961-06-29,294.7792318,334.2416482,355.6500373,375.1595845,389.8350112
1961-06-30,289.78470980000003,326.8806085,349.4053291,371.2018193,386.7190831
1961-07-03,292.4540182,330.13042559999997,351.6619553,371.9268939,386.96745469999996
1961-07-05,291.914577,331.7911841,353.1950485,373.0950768,389.4834839
1961-07-06,291.4138184,332.1340129,353.86808460000003,373.88933299999997,390.0609621
1961-07-07,292.1502722,333.947802,355.9693082,375.9416958,391.73050589999997
1961-07-10,291.3257344,334.7947356,357.3472477,377.3508238,392.6021508
1961-07-11,288.33717409999997,331.9511688,355.4234572,376.7434168,392.70069259999997
1961-07-12,285.1437173,330.5906103,354.7548889,376.6717347,393.4054834
1961-07-13,284.9967279,330.2943818,354.3243318,376.0414399,392.53865490000004
